instance,group,p,run,seed,grasp_cost,vnd_cost,ils_cost,ils_iterations,ils_improvements,time_total_s
ali535_025.txt,ali535,25,1,10,8570.6556,4436.9438,3826.7549,8338,2689,15.8780
ali535_025.txt,ali535,25,2,11,11542.3599,4430.4284,4231.0800,2441,626,5.1046
